gene_index,gene_id,chromosome,start_site,feature,strand
19235,VN1R11P,NC_000006.12,27083292,gene,+
19235,dJ86C11.7,NC_000006.12,27083292,gene,+
19236,TRP-CGG2-1,NC_000006.12,27091742,gene,+
19237,TRS-GCT1-1,NC_000006.12,27097306,gene,+
19238,RNU2-62P,NC_000006.12,27109790,gene,-
19239,H2BC11,NC_000006.12,27132316,gene,-
19239,H2B/r,NC_000006.12,27132316,gene,-
19240,H2AC11,NC_000006.12,27133043,gene,+
19240,H2A.1b,NC_000006.12,27133043,gene,+
19241,H2BC12,NC_000006.12,27138293,gene,-
19241,H2B/S,NC_000006.12,27138293,gene,-
19242,H4C9,NC_000006.12,27139282,gene,+
19242,H4-16,NC_000006.12,27139282,gene,+
19243,H2AC12,NC_000006.12,27147106,gene,+
19243,dJ86C11.1,NC_000006.12,27147106,gene,+
19244,MIR3143,NC_000006.12,27147626,gene,+
19244,mir-3143,NC_000006.12,27147626,gene,+
19245,TRH-GTG1-5,NC_000006.12,27158127,gene,+
19246,TRT-AGT6-1,NC_000006.12,27162271,gene,+
19247,TRI-AAT5-2,NC_000006.12,27177215,gene,-
19248,TRV-CAC6-1,NC_000006.12,27206088,gene,-
19249,TRS-CGA2-1,NC_000006.12,27209849,gene,+
19250,RPL10P2,NC_000006.12,27211203,gene,+
19250,bA209A2.1,NC_000006.12,27211203,gene,+
19251,TRR-ACG2-2,NC_000006.12,27213844,gene,-
19252,TRR-ACG2-3,NC_000006.12,27215173,gene,+
19253,LOC124901293,NC_000006.12,27217666,gene,+
19254,TRL-TAA4-1,NC_000006.12,27230555,gene,-
19255,TRV-AAC5-1,NC_000006.12,27235509,gene,+
19256,TRI-AAT5-3,NC_000006.12,27237571,gene,-
19257,PRSS16,NC_000006.12,27247701,gene,+
19257,TSSP,NC_000006.12,27247701,gene,+
19258,CDCA7P1,NC_000006.12,27268012,gene,+
19259,TRI-AAT9-1,NC_000006.12,27273960,gene,+
19260,TRI-AAT3-1,NC_000006.12,27275211,gene,-
19261,TRV-CAC2-1,NC_000006.12,27280270,gene,-
19262,TRI-AAT10-1,NC_000006.12,27284085,gene,+
19262,TRNAI28P,NC_000006.12,27284085,gene,+
19263,TRV-TAC4-1,NC_000006.12,27290626,gene,+
19264,TRS-ACT1-1,NC_000006.12,27293892,gene,+
19264,TRNAS32P,NC_000006.12,27293892,gene,+
19265,TRQ-CTG5-1,NC_000006.12,27295433,gene,+
19266,TRS-GCT2-1,NC_000006.12,27297996,gene,+
19267,POM121L2,NC_000006.12,27308377,gene,-
19267,POM121-L,NC_000006.12,27308377,gene,-
19268,LOC105375107,NC_000006.12,27312169,gene,+
19269,VN1R10P,NC_000006.12,27324761,gene,+
19269,b24o18.2,NC_000006.12,27324761,gene,+
19270,TRX-CAT1-5,NC_000006.12,27332985,gene,-
19271,TRK-TTT6-1,NC_000006.12,27334990,gene,-
19272,ZNF204P,NC_000006.12,27357823,gene,-
19272,b24o18.1,NC_000006.12,27357823,gene,-
19273,ZNF391,NC_000006.12,27374615,gene,+
19273,dJ153G14.3,NC_000006.12,27374615,gene,+
19274,ZNF184,NC_000006.12,27404006,gene,-
19274,kr-ZNF3,NC_000006.12,27404006,gene,-
19275,MCFD2P1,NC_000006.12,27407697,gene,+
19275,C6orf44,NC_000006.12,27407697,gene,+
19276,LOC105375001,NC_000006.12,27473124,gene,+
19277,TRS-AGA2-2,NC_000006.12,27478812,gene,+
19278,TRD-GTC2-6,NC_000006.12,27479674,gene,+
19279,TRS-AGA2-3,NC_000006.12,27495814,gene,+
19280,TRS-AGA2-4,NC_000006.12,27503039,gene,+
19281,TRD-GTC2-7,NC_000006.12,27503744,gene,+
19282,TRS-TGA4-1,NC_000006.12,27505828,gene,-
19283,TRQ-CTG1-2,NC_000006.12,27519529,gene,+
19284,HNRNPA1P1,NC_000006.12,27523447,gene,+
19284,b34I8.2,NC_000006.12,27523447,gene,+
19285,TRS-AGA3-1,NC_000006.12,27532208,gene,+
19286,TRS-AGA1-1,NC_000006.12,27541775,gene,-
19287,TRS-TGA2-1,NC_000006.12,27545689,gene,+
19288,TRQ-CTG2-1,NC_000006.12,27547752,gene,-
19289,TRS-AGA4-1,NC_000006.12,27553413,gene,-
19290,CD83P1,NC_000006.12,27560631,gene,-
19290,b34I8.3,NC_000006.12,27560631,gene,-
19291,TRR-TCT5-1,NC_000006.12,27562184,gene,+
19292,TRK-TTT9-1,NC_000006.12,27576067,gene,+
19293,TRD-GTC3-1,NC_000006.12,27583457,gene,-
19294,TRK-TTT4-1,NC_000006.12,27591814,gene,-
19295,TRX-CAT1-6,NC_000006.12,27592821,gene,-
19296,RNU6-471P,NC_000006.12,27596412,gene,+
19297,TRL-CAA3-1,NC_000006.12,27602569,gene,-
19298,TRL-CAA2-1,NC_000006.12,27605638,gene,-
19299,TRT-CGT5-1,NC_000006.12,27618356,gene,+
19300,TRI-TAT2-3,NC_000006.12,27631421,gene,+
19301,TRV-AAC3-1,NC_000006.12,27650928,gene,-
19302,RPL8P1,NC_000006.12,27652591,gene,-
19302,dJ15D7.1,NC_000006.12,27652591,gene,-
19303,LOC124901292,NC_000006.12,27666972,gene,-
19304,TRI-AAT8-1,NC_000006.12,27668583,gene,+
19305,TRR-ACG2-4,NC_000006.12,27670565,gene,-
19306,TRS-CGA3-1,NC_000006.12,27672450,gene,-
19307,TRV-AAC4-1,NC_000006.12,27681106,gene,-
19308,TRT-AGT2-2,NC_000006.12,27684695,gene,-
19309,TRI-AAT2-1,NC_000006.12,27688188,gene,+
19310,LINC01012,NC_000006.12,27694035,gene,+
19311,LOC124901291,NC_000006.12,27703135,gene,-
19312,TRL-TAA2-1,NC_000006.12,27721119,gene,-
19313,TRT-AGT4-1,NC_000006.12,27726694,gene,+
19314,GPR89P,NC_000006.12,27736575,gene,-
19314,C11H1.2-Lp,NC_000006.12,27736575,gene,-
19315,TRV-AAC1-5,NC_000006.12,27753400,gene,-
19316,LOC100131289,NC_000006.12,27761744,gene,+
19317,RSL24D1P1,NC_000006.12,27780483,gene,-
19317,dJ97D16.2,NC_000006.12,27780483,gene,-
19318,TRQ-CTG6-1,NC_000006.12,27791356,gene,-
19319,TRQ-TTG3-3,NC_000006.12,27795861,gene,-
19320,H4C10P,NC_000006.12,27807167,gene,+
19320,dJ97D16.3,NC_000006.12,27807167,gene,+
19321,H2BC13,NC_000006.12,27807479,gene,-
19321,dJ97D16.4,NC_000006.12,27807479,gene,-
19322,H2AC13,NC_000006.12,27808173,gene,+
19322,H2A/c,NC_000006.12,27808173,gene,+
19323,H3C10,NC_000006.12,27810051,gene,+
19323,H3/k,NC_000006.12,27810051,gene,+
19324,H2AC14,NC_000006.12,27814302,gene,-
19324,dJ160A22.4,NC_000006.12,27814302,gene,-
19325,H2BC14,NC_000006.12,27815022,gene,+
19325,dJ160A22.3,NC_000006.12,27815022,gene,+
19326,H4C11,NC_000006.12,27824092,gene,+
19326,dJ160A22.2,NC_000006.12,27824092,gene,+
19327,H4C12,NC_000006.12,27831174,gene,-
19327,dJ160A22.1,NC_000006.12,27831174,gene,-
19328,H2AC15,NC_000006.12,27837880,gene,-
19328,H2A.1,NC_000006.12,27837880,gene,-
19329,H2BC15,NC_000006.12,27838569,gene,+
19329,H2B/d,NC_000006.12,27838569,gene,+
19330,H2BC16P,NC_000006.12,27864062,gene,-
19330,H2BFIP,NC_000006.12,27864062,gene,-
19331,H2AC16,NC_000006.12,27865317,gene,+
19331,dJ193B12.9,NC_000006.12,27865317,gene,+
19332,H1-5,NC_000006.12,27866792,gene,-
19332,H1,NC_000006.12,27866792,gene,-
19333,H3C11,NC_000006.12,27871845,gene,-
19333,H3.f,NC_000006.12,27871845,gene,-
19334,H4C13,NC_000006.12,27873148,gene,-
19334,H4-16,NC_000006.12,27873148,gene,-
19335,HCG13P,NC_000006.12,27878594,gene,-
19335,dJ193B12.5,NC_000006.12,27878594,gene,-
19336,H3C12,NC_000006.12,27890315,gene,-
19336,H3/j,NC_000006.12,27890315,gene,-
19337,H2AC17,NC_000006.12,27892699,gene,-
19337,dJ193B12.1,NC_000006.12,27892699,gene,-
19338,H2BC17,NC_000006.12,27893425,gene,+
19338,dJ193B12.2,NC_000006.12,27893425,gene,+
19339,RNU7-26P,NC_000006.12,27897506,gene,-
19339,U7.26,NC_000006.12,27897506,gene,-
19340,TRX-CAT1-7,NC_000006.12,27902493,gene,-
19341,TRG-GCC2-3,NC_000006.12,27902908,gene,-
19342,OR2B2,NC_000006.12,27911185,gene,-
19342,dJ193B12.4,NC_000006.12,27911185,gene,-
19343,OR2W6P,NC_000006.12,27937404,gene,+
19343,OR2W7P,NC_000006.12,27937404,gene,+
19344,OR2B6,NC_000006.12,27957241,gene,+
19344,dJ408B20.2,NC_000006.12,27957241,gene,+
19345,RPLP2P1,NC_000006.12,27965128,gene,+
19345,dJ408B20.3,NC_000006.12,27965128,gene,+
19346,OR2W4P,NC_000006.12,27977151,gene,+
19347,IQCB2P,NC_000006.12,28010551,gene,+
19347,dJ313I6.1,NC_000006.12,28010551,gene,+
19348,LOC124901506,NC_000006.12,28015568,gene,+
19349,OR2W2P,NC_000006.12,28033915,gene,+
19349,hs6M1-30P,NC_000006.12,28033915,gene,+
19350,OR2B7P,NC_000006.12,28046435,gene,+
19350,hs6M1-31P,NC_000006.12,28046435,gene,+
19351,OR2B8P,NC_000006.12,28053228,gene,-
19351,dJ313I6.4,NC_000006.12,28053228,gene,-
19352,OR1F12P,NC_000006.12,28073316,gene,+
19352,hs6M1-35P,NC_000006.12,28073316,gene,+
19353,ZNF165,NC_000006.12,28080282,gene,+
19353,CT53,NC_000006.12,28080282,gene,+
19354,ZSCAN12P1,NC_000006.12,28090807,gene,+
19354,dJ313I6.7,NC_000006.12,28090807,gene,+
19355,ZNF601P,NC_000006.12,28097111,gene,-
19355,D6S2711,NC_000006.12,28097111,gene,-
19356,ZNF602P,NC_000006.12,28115649,gene,+
19356,dJ265C24.5,NC_000006.12,28115649,gene,+
19357,ZSCAN16-AS1,NC_000006.12,28121795,gene,-
19358,ZSCAN16,NC_000006.12,28124609,gene,+
19358,dJ265C24.3,NC_000006.12,28124609,gene,+
19359,ZKSCAN8,NC_000006.12,28141635,gene,+
19359,LD5-1,NC_000006.12,28141635,gene,+
19360,ZKSCAN8P1,NC_000006.12,28161761,gene,+
19360,dJ265C24.4,NC_000006.12,28161761,gene,+
19361,ZNF603P,NC_000006.12,28176188,gene,+
19361,p373c6.7,NC_000006.12,28176188,gene,+
19362,ZKSCAN8P2,NC_000006.12,28187938,gene,+
19362,ZNF192P2,NC_000006.12,28187938,gene,+
19363,TRS-GCT5-1,NC_000006.12,28213037,gene,+
19364,TOB2P1,NC_000006.12,28215338,gene,-
19364,p373c6.3,NC_000006.12,28215338,gene,-
19365,ZSCAN9,NC_000006.12,28225240,gene,+
19365,PRD51,NC_000006.12,28225240,gene,+
19366,ZKSCAN4,NC_000006.12,28241697,gene,-
19366,P1P373C6,NC_000006.12,28241697,gene,-
19367,NKAPL,NC_000006.12,28259297,gene,+
19367,bA424I5.1,NC_000006.12,28259297,gene,+
19368,ZSCAN26,NC_000006.12,28267143,gene,+
19368,SRE-ZBP,NC_000006.12,28267143,gene,+
19369,PGBD1,NC_000006.12,28281572,gene,+
19369,dJ874C20.4,NC_000006.12,28281572,gene,+
19370,SMIM15P2,NC_000006.12,28319660,gene,-
19371,ZSCAN31,NC_000006.12,28324737,gene,-
19371,ZNF20-Lp,NC_000006.12,28324737,gene,-
19372,ZKSCAN3,NC_000006.12,28349878,gene,+
19372,dJ874C20.1,NC_000006.12,28349878,gene,+
19373,ZSCAN12,NC_000006.12,28378821,gene,-
19373,dJ29K1.2,NC_000006.12,28378821,gene,-
19374,LOC105374998,NC_000006.12,28399819,gene,+
19375,ZNF968P,NC_000006.12,28408225,gene,-
19376,RNU2-45P,NC_000006.12,28410270,gene,+
19377,ZSCAN23,NC_000006.12,28421400,gene,-
19377,dJ29K1.3,NC_000006.12,28421400,gene,-
19378,COX11P1,NC_000006.12,28446920,gene,+
19378,COX11,NC_000006.12,28446920,gene,+
19379,OR2E1P,NC_000006.12,28455530,gene,-
19379,HS29K1,NC_000006.12,28455530,gene,-
19380,TRT-TGT1-1,NC_000006.12,28474552,gene,-
19381,TRNAL47P,NC_000006.12,28478573,gene,+
19381,TRLP1,NC_000006.12,28478573,gene,+
19382,TRL-AAG4-1,NC_000006.12,28478623,gene,-
19383,TRMEP1,NC_000006.12,28480726,gene,+
19384,LOC124901294,NC_000006.12,28485429,gene,-
19385,TRT-CGT1-1,NC_000006.12,28488993,gene,-
19386,LOC124901295,NC_000006.12,28489730,gene,+
19387,GPX6,NC_000006.12,28503296,gene,-
19387,dJ1186N24,NC_000006.12,28503296,gene,-
19388,GPX5,NC_000006.12,28525881,gene,+
19388,EGLP,NC_000006.12,28525881,gene,+
19389,TRI-TAT3-1,NC_000006.12,28537590,gene,+
19390,LOC107986586,NC_000006.12,28543061,gene,-
19391,TRR-TCG5-1,NC_000006.12,28543114,gene,-
19392,SCAND3,NC_000006.12,28570535,gene,-
19392,Buster4,NC_000006.12,28570535,gene,-
19393,ZBED9-AS1,NC_000006.12,28587378,gene,+
19394,TRQ-TTG2-1,NC_000006.12,28589379,gene,+
19395,TRS-GCT4-1,NC_000006.12,28597340,gene,-
19396,TRA-AGC3-1,NC_000006.12,28607156,gene,+
19397,COX8CP1,NC_000006.12,28633381,gene,-
19398,TRA-TGC9-1,NC_000006.12,28634082,gene,-
19398,TRNAA46P,NC_000006.12,28634082,gene,-
19399,LOC105374996,NC_000006.12,28638584,gene,+
19400,TRA-TGC2-1,NC_000006.12,28643445,gene,+
19401,TRT-CGT3-1,NC_000006.12,28648207,gene,-
19402,LINC00533,NC_000006.12,28648286,gene,-
19402,C6orf38,NC_000006.12,28648286,gene,-
19403,TRA-AGC4-1,NC_000006.12,28658237,gene,-
19404,TRA-CGC2-1,NC_000006.12,28673836,gene,-
19405,TRK-TTT13-1,NC_000006.12,28693210,gene,-
19405,TRNAK43P,NC_000006.12,28693210,gene,-
19406,TRA-AGC5-1,NC_000006.12,28710589,gene,+
19407,TRA-AGC7-1,NC_000006.12,28719704,gene,+
19408,TRT-AGT3-1,NC_000006.12,28726018,gene,+
19409,TRF-GAA11-1,NC_000006.12,28727078,gene,-
19409,TRNAF15P,NC_000006.12,28727078,gene,-
19410,TRA-CGC4-1,NC_000006.12,28729315,gene,+
19411,RPSAP2,NC_000006.12,28731939,gene,+
19411,bA60E24.1,NC_000006.12,28731939,gene,+
19412,TRV-AAC6-1,NC_000006.12,28735429,gene,-
19413,TRR-CCG1-1,NC_000006.12,28742952,gene,-
19414,TRK-TTT7-1,NC_000006.12,28747744,gene,+
19415,TRA-TGC6-1,NC_000006.12,28758364,gene,-
19416,TRF-GAA6-1,NC_000006.12,28763597,gene,-
19417,TRF-GAA5-1,NC_000006.12,28764387,gene,+
19418,TRA-AGC23-1,NC_000006.12,28778767,gene,-
19418,TRNAA44P,NC_000006.12,28778767,gene,-
19419,NOP56P1,NC_000006.12,28783536,gene,-
19419,dJ207F6.1,NC_000006.12,28783536,gene,-
19420,TRA-TGC1-1,NC_000006.12,28789770,gene,-
19421,TRF-GAA1-1,NC_000006.12,28790722,gene,-
19422,TRA-AGC1-1,NC_000006.12,28795964,gene,-
19423,LOC124901504,NC_000006.12,28796878,gene,+
19424,TRA-TGC7-1,NC_000006.12,28802800,gene,-
19425,TRF-GAA3-1,NC_000006.12,28807833,gene,-
19426,TRA-AGC6-1,NC_000006.12,28812072,gene,-
19427,TRA-TGC5-1,NC_000006.12,28817235,gene,-
19428,TRF-GAA4-1,NC_000006.12,28823316,gene,-
19429,LOC124901296,NC_000006.12,28837241,gene,-
19430,TRA-AGC2-1,NC_000006.12,28838444,gene,-
19431,LINC01623,NC_000006.12,28859625,gene,-
19432,RPL13P,NC_000006.12,28861387,gene,+
19432,BBC1p,NC_000006.12,28861387,gene,+
19433,TRA-AGC2-2,NC_000006.12,28863685,gene,-
19434,TRR-CCG1-2,NC_000006.12,28881388,gene,+
19435,ZNF90P2,NC_000006.12,28888981,gene,-
19435,dJ111M5.3,NC_000006.12,28888981,gene,-
19436,TRL-CAA1-1,NC_000006.12,28896223,gene,-
19437,HCG14,NC_000006.12,28896530,gene,+
19437,dJ111M5.4,NC_000006.12,28896530,gene,+
19438,TRIM27,NC_000006.12,28903002,gene,-
19438,RFP,NC_000006.12,28903002,gene,-
19439,RNU6-930P,NC_000006.12,28915645,gene,+
19439,RNU6-1173P,NC_000006.12,28915645,gene,+
19440,TRL-CAA1-2,NC_000006.12,28941053,gene,+
19441,TRQ-CTG1-3,NC_000006.12,28941601,gene,-
19442,TRL-AAG2-2,NC_000006.12,28943622,gene,-
19443,LINC01556,NC_000006.12,28943784,gene,+
19443,C6orf100,NC_000006.12,28943784,gene,+
19444,TRM-CAT3-1,NC_000006.12,28944575,gene,+
19445,TRK-TTT3-3,NC_000006.12,28951029,gene,+
19446,TRM-CAT3-2,NC_000006.12,28953265,gene,-
19447,KRT18P1,NC_000006.12,28969072,gene,-
19447,dJ25J6.3,NC_000006.12,28969072,gene,-
19448,RN7SL471P,NC_000006.12,28977475,gene,+
19448,RN7SL257P,NC_000006.12,28977475,gene,+
19449,TRF-GAA1-2,NC_000006.12,28981672,gene,-
19450,TRE-CTC1-6,NC_000006.12,28982199,gene,+
19451,HCG15,NC_000006.12,28984749,gene,+
19451,HCG16,NC_000006.12,28984749,gene,+
19452,TRL-AAG3-1,NC_000006.12,28989002,gene,+
19453,ZNF311,NC_000006.12,28994788,gene,-
19453,zf31,NC_000006.12,28994788,gene,-
19454,LOC105375002,NC_000006.12,29021983,gene,-
19455,OR2AD1P,NC_000006.12,29026680,gene,-
19455,hs6M1-8P,NC_000006.12,29026680,gene,-
19456,OR2W1-AS1,NC_000006.12,29036021,gene,+
19457,OR2W1,NC_000006.12,29044213,gene,-
19457,hs6M1-15,NC_000006.12,29044213,gene,-
19458,OR2P1P,NC_000006.12,29071832,gene,-
19458,hs6M1-26,NC_000006.12,29071832,gene,-
19459,SAR1AP1,NC_000006.12,29074407,gene,-
19459,dJ88J8.3,NC_000006.12,29074407,gene,-
19460,OR2B3,NC_000006.12,29086208,gene,-
19460,6M1-1,NC_000006.12,29086208,gene,-
19461,OR2J1,NC_000006.12,29099490,gene,+
19461,6M1-4P,NC_000006.12,29099490,gene,+
19462,OR2J3,NC_000006.12,29108058,gene,+
19462,6M1-3,NC_000006.12,29108058,gene,+
19463,OR2N1P,NC_000006.12,29137770,gene,-
19463,HS6M1-2,NC_000006.12,29137770,gene,-
19464,OR2J2,NC_000006.12,29170907,gene,+
19464,dJ80I19.4,NC_000006.12,29170907,gene,+
19465,OR2J4P,NC_000006.12,29181510,gene,+
19465,dJ80I19.5,NC_000006.12,29181510,gene,+
19466,LOC124901297,NC_000006.12,29195209,gene,+
19467,OR2H4P,NC_000006.12,29215236,gene,+
19467,6M1-7P,NC_000006.12,29215236,gene,+
19468,LINC03003,NC_000006.12,29223973,gene,+
19469,OR2G1P,NC_000006.12,29229230,gene,-
19469,hs6M1-25,NC_000006.12,29229230,gene,-
19470,LOC105375006,NC_000006.12,29230813,gene,-
19471,OR2U1P,NC_000006.12,29262659,gene,-
19471,hs6M1-24,NC_000006.12,29262659,gene,-
19472,OR2U2P,NC_000006.12,29268465,gene,-
19472,hs6M1-23,NC_000006.12,29268465,gene,-
19473,LOC105375005,NC_000006.12,29284072,gene,-
19474,OR2B4P,NC_000006.12,29290596,gene,+
19474,hs6M1-22,NC_000006.12,29290596,gene,+
19475,OR14J1,NC_000006.12,29301701,gene,+
19475,bA150A6.4,NC_000006.12,29301701,gene,+
19476,DDX6P1,NC_000006.12,29329429,gene,-
19476,bA150A6.3,NC_000006.12,29329429,gene,-
19477,OR5V1,NC_000006.12,29353749,gene,-
19477,6M1-21,NC_000006.12,29353749,gene,-
19478,OR12D3,NC_000006.12,29373423,gene,-
19478,hs6M1-27,NC_000006.12,29373423,gene,-
19479,OR12D2,NC_000006.12,29395631,gene,+
19479,DJ994E9.8,NC_000006.12,29395631,gene,+
19480,OR12D1,NC_000006.12,29417065,gene,+
19480,hs6M1-19,NC_000006.12,29417065,gene,+
19481,OR11A1,NC_000006.12,29425504,gene,-
19481,6M1-18,NC_000006.12,29425504,gene,-
19482,OR10C1,NC_000006.12,29439306,gene,+
19482,hs6M1-17,NC_000006.12,29439306,gene,+
19483,LOC105379641,NC_000006.12,29442503,gene,-
19484,OR2H1,NC_000006.12,29457155,gene,+
19484,6M1-16,NC_000006.12,29457155,gene,+
19485,UBDP1,NC_000006.12,29464675,gene,-
19485,dJ994E9.3,NC_000006.12,29464675,gene,-
19486,MAS1LP1,NC_000006.12,29475025,gene,-
19486,MAS1LP,NC_000006.12,29475025,gene,-
19487,LOC105375008,NC_000006.12,29475699,gene,+
19488,MAS1L,NC_000006.12,29486697,gene,-
19488,dJ994E9.2,NC_000006.12,29486697,gene,-
19489,LOC124901486,NC_000006.12,29488516,gene,-
19490,RPS17P1,NC_000006.12,29489203,gene,-
19490,dJ994E9.1,NC_000006.12,29489203,gene,-
19491,LINC02829,NC_000006.12,29497475,gene,+
19492,LINC01015,NC_000006.12,29529406,gene,+
19493,GPR53P,NC_000006.12,29537812,gene,-
19493,dJ271M21.8,NC_000006.12,29537812,gene,-
19494,OR2I1P,NC_000006.12,29550407,gene,+
19494,HS6M1-14,NC_000006.12,29550407,gene,+
19495,UBD,NC_000006.12,29555515,gene,-
19495,FAT10,NC_000006.12,29555515,gene,-
19496,OR2H5P,NC_000006.12,29574073,gene,+
19496,HS271M21,NC_000006.12,29574073,gene,+
19497,TMEM183AP1,NC_000006.12,29577459,gene,+
19498,SNORD32B,NC_000006.12,29582252,gene,+
19498,U32B,NC_000006.12,29582252,gene,+
19499,RPL13AP,NC_000006.12,29582508,gene,+
19499,dJ271M21.3,NC_000006.12,29582508,gene,+
19500,OR2H2,NC_000006.12,29585121,gene,+
19500,dJ271M21.2,NC_000006.12,29585121,gene,+
19501,GABBR1,NC_000006.12,29602238,gene,-
19501,GABABR1,NC_000006.12,29602238,gene,-
19502,SUMO2P1,NC_000006.12,29635454,gene,-
19502,dJ271M21,NC_000006.12,29635454,gene,-
19503,MOG,NC_000006.12,29657092,gene,+
19503,BTN6,NC_000006.12,29657092,gene,+
19504,ZFP57,NC_000006.12,29672392,gene,-
19504,bA145L22,NC_000006.12,29672392,gene,-
19505,ZDHHC20P1,NC_000006.12,29708141,gene,-
19506,HCG4P11,NC_000006.12,29721178,gene,-
19506,HCGIV-11,NC_000006.12,29721178,gene,-
19507,HLA-F,NC_000006.12,29723434,gene,+
19507,CDA12,NC_000006.12,29723434,gene,+
19508,RPL23AP1,NC_000006.12,29726597,gene,-
19508,dJ377H14.8,NC_000006.12,29726597,gene,-
19509,HLA-F-AS1,NC_000006.12,29726601,gene,-
19510,MICE,NC_000006.12,29741556,gene,-
19510,dJ377H14.7,NC_000006.12,29741556,gene,-
19511,HCG9P5,NC_000006.12,29748254,gene,+
19511,dJ377H14.6,NC_000006.12,29748254,gene,+
19512,IFITM4P,NC_000006.12,29750807,gene,-
19512,dJ377H14.5,NC_000006.12,29750807,gene,-
19513,LOC353010,NC_000006.12,29765116,gene,-
19513,3.8-1.5,NC_000006.12,29765116,gene,-
19514,HCG4,NC_000006.12,29791031,gene,-
19514,HCG4P10,NC_000006.12,29791031,gene,-
19515,HLA-V,NC_000006.12,29791906,gene,+
19515,dJ377H14.4,NC_000006.12,29791906,gene,+
19516,HCG4P9,NC_000006.12,29798424,gene,-
19516,HCGIV-09,NC_000006.12,29798424,gene,-
19517,HLA-P,NC_000006.12,29800044,gene,+
19517,C6orf101,NC_000006.12,29800044,gene,+
19518,RPL7AP7,NC_000006.12,29803132,gene,-
19518,dJ377H14.2,NC_000006.12,29803132,gene,-
19519,MICG,NC_000006.12,29812390,gene,-
19520,HCG4P8,NC_000006.12,29826129,gene,-
19520,HCGIV-08,NC_000006.12,29826129,gene,-
19521,HLA-G,NC_000006.12,29826474,gene,+
19521,MHC-G,NC_000006.12,29826474,gene,+
19522,HCGVIII-2,NC_000006.12,29833588,gene,-
19523,LOC105375010,NC_000006.12,29848002,gene,-
19524,MICF,NC_000006.12,29852187,gene,-
19525,LOC353009,NC_000006.12,29865915,gene,-
19525,3.8-1.4,NC_000006.12,29865915,gene,-
19526,HCP5B,NC_000006.12,29871895,gene,-
19526,HCP5P10,NC_000006.12,29871895,gene,-
19527,HCG4P7,NC_000006.12,29886110,gene,-
19527,HCGIV-07,NC_000006.12,29886110,gene,-
19528,HLA-H,NC_000006.12,29887573,gene,+
19528,HLAHP,NC_000006.12,29887573,gene,+
19529,HLA-T,NC_000006.12,29896443,gene,+
19529,HLA-16,NC_000006.12,29896443,gene,+
19530,DDX39BP1,NC_000006.12,29906547,gene,+
19530,BAT1P1,NC_000006.12,29906547,gene,+
19531,MCCD1P1,NC_000006.12,29907783,gene,-
19532,LOC353008,NC_000006.12,29910235,gene,-
19532,3.8-1.3,NC_000006.12,29910235,gene,-
19533,HCG4B,NC_000006.12,29924592,gene,-
19533,bCX67J3.3,NC_000006.12,29924592,gene,-
19534,HLA-K,NC_000006.12,29926659,gene,+
19534,HLA-70,NC_000006.12,29926659,gene,+
19535,LOC124901298,NC_000006.12,29928198,gene,-
19536,HLA-U,NC_000006.12,29933764,gene,+
19536,HLA-21,NC_000006.12,29933764,gene,+
19537,HCG4P5,NC_000006.12,29940912,gene,-
19537,HCGIV-05,NC_000006.12,29940912,gene,-
19538,HLA-A,NC_000006.12,29942532,gene,+
19538,HLAA,NC_000006.12,29942532,gene,+
19539,HCG4P4,NC_000006.12,29955205,gene,-
19539,HCGIV-04,NC_000006.12,29955205,gene,-
19540,HLA-W,NC_000006.12,29955834,gene,+
19540,HLA-80,NC_000006.12,29955834,gene,+
19541,MICD,NC_000006.12,29970372,gene,-
19541,PERB11.4,NC_000006.12,29970372,gene,-
19542,HCG9,NC_000006.12,29975115,gene,+
19542,HCGIX,NC_000006.12,29975115,gene,+
19543,DDX39BP2,NC_000006.12,29993209,gene,+
19543,BAT1P2,NC_000006.12,29993209,gene,+
19544,MCCD1P2,NC_000006.12,29995142,gene,-
19544,BPG309N1.16,NC_000006.12,29995142,gene,-
19545,LOC353007,NC_000006.12,29995957,gene,-
19545,3.8-1.2,NC_000006.12,29995957,gene,-
19546,POLR1HASP,NC_000006.12,30001011,gene,-
19546,C6orf12,NC_000006.12,30001011,gene,-
19547,HCG4P3,NC_000006.12,30004845,gene,-
19547,HCGIV-03,NC_000006.12,30004845,gene,-
19548,HLA-J,NC_000006.12,30005971,gene,+
19548,CDA12,NC_000006.12,30005971,gene,+
19549,ETF1P1,NC_000006.12,30031713,gene,+
19549,HCGVII,NC_000006.12,30031713,gene,+
19550,POLR1H,NC_000006.12,30060062,gene,+
19550,A12.2,NC_000006.12,30060062,gene,+
19551,PPP1R11,NC_000006.12,30061265,gene,+
19551,CFAP255,NC_000006.12,30061265,gene,+
19552,RNF39,NC_000006.12,30070270,gene,-
19552,FAP216,NC_000006.12,30070270,gene,-
19553,TRIM31,NC_000006.12,30102897,gene,-
19553,C6orf13,NC_000006.12,30102897,gene,-
19554,TRIM31-AS1,NC_000006.12,30105240,gene,+
19555,LOC124900227,NC_000006.12,30132805,gene,-
19556,TRIM40,NC_000006.12,30136140,gene,+
19556,RNF35,NC_000006.12,30136140,gene,+
19557,TRIM10,NC_000006.12,30151943,gene,-
19557,HERF1,NC_000006.12,30151943,gene,-
19558,TRIM15,NC_000006.12,30163546,gene,+
19558,RNF93,NC_000006.12,30163546,gene,+
19559,TRIM26,NC_000006.12,30184455,gene,-
